,answer,question,global_conducivity,rhetoricity,relevance_rate,manner_rate,quality_rate,Committment_value,consistency_value,outcome_reason,outcome_value,annotator,which_qud,bias_question,what_bias_exp,detri_cond_explanation,relevance_binary,manner_binary,quality_binary,NRA,bat,pat,bat_cumsum,pat_cumsum,Z_BaT,Z_PaT,ZNRBaT,net_ZNRBaT
44,"Those particular techniques as testified to by the police officers and as I would understand them to fit in police interrogations so far as I -- I understand police interrogations and have studied them -- the technique of using the circle is an important technique because in this particular interrogation and consistent with what the officers say, that the technique was not being used to try to suggest that Jessie Misskelley that he was a suspect who was believed to be culpable but rather than he possessed information that was vital to the case and that the offer that was communicated through that was an offer to join the police. Mr. Misskelley in my interview with him when I asked him about the impact of the circle technique, did not fully comprehend what would follow if you could not get out of circle. He simply did not understand what the consequences would be. The extent to which he could understand that was characterized by him in the interview I did. He knew that it was bad. He knew that it was a place where he did not want to be. And he knew that if he simply conformed -- and that is to say to agree with the police -- that they would take him out from the center of the circle and they could join him. Over the course of the interrogation as the interrogation became accusatory and the offer for safe harbor was made using the circle technique as what then happened after the circle technique was used and based on my analysis of the sequence of the interrogation, based on the notes -- the contemporaneous notes of the interrogation by Detective Ridge together with the testimony of the police officers -- it's my opinion that that circle technique probably occurred early in the interrogation. It was then followed by an hour and a half of intense pressure brought to bear on Mr. Misskelley in which he was told repeatedly when he said -- first he would often say that he wanted to go home and he was told he could not go home, that's what Mr. Misskelley reports, which for my purposes contributed to the sense of helplessness that there was no way to escape these pressures. Over the course of this hour and a half we have Detective Ridge's notes which. indicate that Mr. Misskelley was now beginning to talk about the existence of a satanic cult, was giving the detective the kinds of statements that would implicate Damien and Jason which it is my opinion that the purpose of the entire interrogation and particularly the use of the circle technique. The contemporaneously notes illustrate the statement that Mr. Misskelley was successively giving that were statements that were damning to Damien and Jason. This according to Mr. Misskelley was coupled with repeatedly being asked questions about the facts of the crime and every time he would guess something and it would be an incorrect guess even what was known about the facts of the crime, Detective Ridge would be sitting there shaking his head no indicating that this was the wrong answer. This was repeated on several subjects and Mr. Misskelley was continually pressured in this way. Mr. Misskelley describes that what he learned to do was to feed back to the interrogators what they were telling him happened and he sought to avoid making mistakes because when he made mistakes they would make him go back through the entire story and they would not believe him when he repeatedly told them that he was working with Rickey Deese that day and he knew nothing about the crime. Those repeated refusals to believe his statements about where he was contributed again to his sense of helplessness. Then the picture technique and the tape recording was used. According to the testimony of Detective Gitchell and Detective Ridge the purpose of using -- at least Detective Gitchell on this point -- the purpose of using the picture was to get a response from Mr. Misskelley. The object in the course of an interrogation would have been -- and this is still at this point -- for someone whose principal interest to the interrogators to obtain statements against another, the -- the technique is showing a group of photographs of a murdered boy was designed to put additional pressure on Mr. Misskelley and it succeeded and there are descriptions in the testimony of Detective Gitchell and Detective Ridge and the description that I obtained from Mr. Misskelley about his reactions to the use of the picture. All of those descriptions include Mr. Misskelley's becoming transfixed, terribly upset by the picture, staring at it, not responding to other questions, Mr. Misskelley adds that it was a horrible picture and he began to cry. He became increasingly upset in immediate response to the use of the picture. That was followed by the audio tape of a little boy's voice saying the words that the little boy said. Subsequent to that, Mr. Misskelley stated that -- in effect he stated -- and the very words are quoted by Detective Gitchell and similar words are used by Detective Ridge -- ""I want out."" I have the exact quote and what I just quoted is not exact either, but the statement that was made, was the statement 'I want out."" A reference to the offer contained in the circle that, I'll do what you want in order to escape this continuing relentless pressure of the interrogation. Subsequent to that and immediately following that according to Detective Gitchell he got the tape recorder and would get the first recorded statement. The person -- it's possible now to analyze the influence process contained in the first recorded statement. We now have the first undisputed record in the case and in that part of the interrogation it's possible to demonstrate how relentless, the leading, suggestions, and an unwillingness to accept anything other than what the police knew the facts of the crime to be. This was continually suggested to Mr. Misskelley and we can chart his moving step-by-step-by-step from an inaccurate statement to a statement that was put in his mouth by the police and the tape recorded part of it illustrates that. And I'm prepared to go through that step-by-step to illustrate how that happened. Even then there were still gross inaccuracies in the statement. The next thing that happened is that Mr. Misskelley is left alone and Detective Gitchell meets with Prosecutor Fogleman and some of the specific gross inaccuracies in the -- the recorded statement are now discussed and according to Detective Gitchell's statement, Prosecutor Fogleman sends him back in to work on these particular statements. And then we can look at the second statement and show how precisely that happened and how again Jessie Misskelley is conforming to the demand placed on him and is changing his statement from direct response to suggestions and direct instructions by Detective Gitchell. There are illustrations of interrogation tactics in the second part of the statement that illustrate what I'm talking about and also illustrates Mr. Misskelley's strategies of simply parroting back to the police what they told him in order not to displease them and not to be subject to additional questions. That's the outline of my testimony and analysis of the process of influence in this interrogation.","What effect did the diagram -- the circle diagram, the photographs of the body and the playing of the tapes have in your analysis?",1,0,2,2,2,2,0,"{'choices': ['I choose this side because of their logical arguments are convincing.[Logical facts]', 'I choose this side because my personal emotions and bias towards this side/the other side. [Emotions]']}",Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,37.0,0.2,0.6716049696828822,0.5345224838248499,0.11365505814444467,0.1370824858580323
45,"Page numbers of every statement, on every point, statements made by the police officers, statements made by Mr. Misskelley. These are the facts that I deal with.",And you are prepared to go through step-by-step and cite page numbers of the statement to demonstrate this?,1,0,1,2,2,2,0,"{'choices': ['I choose this side because of their logical arguments are convincing.[Logical facts]', 'I choose this side because my personal emotions and bias towards this side/the other side. [Emotions]']}",Witness,katkazanas@gmail.com,,Rising Declarative,The witness is prepared to go through the statement step-by-step and cite page numbers. ,,0,0,0,1,1.0,0.0,38.0,0.2,0.7355190377946973,0.5345224838248499,0.1582598289491655,0.2009965539698474
46,"I would classify this confession as a coerced compliant confession and for a number of other reasons having to do with other specific statements in the confession statement and gross inaccuracies in the scenario that Mr. Misskelley produces, I would reach the opinion that this interrogation was far more -- these statements are far more likely product of influence than they are based on any memory that Mr. Misskelley has of the crime.",Have you also formed an opinion as to the classification of his confession?,1,0,1,2,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,39.0,0.2,0.7994331059065124,0.5345224838248499,0.19859028600420747,0.2649106220816625
47,I don't believe so. I have a lot of specific illustrations that I've been talking about.,"Are there any other opinions you have, Doctor, with regard to the interrogation itself?",1,0,2,2,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,40.0,0.2,0.8633471740183274,0.5345224838248499,0.2352327259902277,0.3288246901934775
48,"Yes, I do.",I understand that you also have some experience and training with regard to cult---,1,0,1,1,2,2,0,"{'choices': ['I choose this side because of their logical arguments are convincing.[Logical facts]', 'I choose this side because of framing of the other side as creditless/bad.[Crediblity establishment]']}",Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,41.0,0.2,0.9272612421301425,0.5345224838248499,0.2686709061894323,0.3927387583052926
49,"Yes, I did. I shared one, yes.",---and you won a Pulitzer Prize with regard to working in cults?,1,0,1,1,2,2,0,"{'choices': ['I choose this side because of their logical arguments are convincing.[Logical facts]', 'I choose this side because of framing of the other side as creditless/bad.[Crediblity establishment]']}",Witness,katkazanas@gmail.com,,Rising Declarative,The witness has some experience with cults and has won a pulitzer prize for working with cults. ,,0,0,0,1,1.0,0.0,42.0,0.2,0.9911753102419576,0.5345224838248499,0.29930752223209395,0.4566528264171077
50,"I've consulted internationally, if Canada counts, ah, specifically on an occult inspired murder which was a real occult inspired murder. I've consulted on other cases in which there had been allegations of the existence of a baby murdering satanic cult of the sort that is based on all the available evidence, based on the studies done by the F. B. I., appear to be totally without foundation insofar as there have now been over three hundred separate investigations of allegations of child murdering, child sexual abusing, secret satanic cults. None of these allegations have resulted in any evidence that suggests that these groups exist. This is a conclusion by Kenneth Lanning of the F. B. I. On the other hand, there are in my experience what I would call youth culture groups that get interested in the occult and these are the groups that are responsible for graffiti, responsible for the undisputed animal mutilations that sometimes occur. The dividing line is between the murderous baby killing satanic cults and the youth culture groups and the occasional occult inspired criminal groups that in fact do exist. So there's both a reality to it and then there's a mythical level to it.",And is it true that you have worked internationally with regards to satanic cult homicides or -- or let me rephrase that -- to allegations of satanic ritualistic abuse or homicides?,1,0,2,1,2,2,0,"{'choices': ['I choose this side because of their logical arguments are convincing.[Logical facts]', 'I choose this side because of framing of the other side as creditless/bad.[Crediblity establishment]']}",Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,43.0,0.2,1.0550893783537727,0.5345224838248499,0.32748050446444604,0.5205668945289228
51,"As far as I am able to tell from what I know of the evidence, there is no evidence that suggests that there is an occult element to this and as far as the satanic panic tips that are given to the police, my understanding is that none of them have panned out. None of them has produced corroboration and that they have been investigated and this is what one would expect if this is an example of a satanic hysteria that it's picked up by the police. This sort of thing happens, when it happens, when there is a particularly heinous crime for which there is no obvious explanation. This is when these sorts of allegations are likely to surface.",Have you -- do you have an opinion of whether or not the homicides in question Mr. Misskelley is charged with or have anything to do with satanic rituals or anything of the occult?,1,0,1,2,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,44.0,0.2,1.1190034464655876,0.5345224838248499,0.3534755348759938,0.5844809626407377
52,"What I know about the follow-up, the lead that suggested that there existed some cult, that Jessie Misskelley or anyone else was a member of. For example, during his interrogation, Mr. Misskelley provided a list of people who were supposedly members of the cult, and according to the testimony of Detective Ridge who followed that up was knowledgeable at the time of the deaths, none of those people confirmed the existence of a cult. Apparently there is one individual who claims to have attended a cult meeting. Apparently her testimony also -- or her report is equally unconfirmed. As far as I can tell there is an absence of hard information suggesting that such a satanic cult exists in this area and in addition, I know of nothing about the crime scene that suggests that this is an occult ritual killing.",What are you basing your opinion on in this case -- that opinion with regards to this not being a cult killing?,4,0,1,2,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,What evidence do you have that supports your opinion regarding the absence of cult involvement in these killings?,,,,0,0,0,1,1.0,0.0,45.0,0.2,1.1829175145774027,0.5345224838248499,0.3775357691423046,0.6483950307525528
53,Yes. I would add to that that I would also rely on the notes that were produced by the officers and also certain other facts I've been informed have been testified to by various witnesses in this courtroom.,"Doctor Ofshe, do you have an opinion based on the transcription of the statements made by this defendant to the West Memphis Police Department and listening to those tapes of the statements made to The West Memphis Police Department by the defendant or the testimony of the officers that you've heard as to whether any of the interrogation tactics used by the police against the defendant, Jessie Misskelley, were suggestive or led Misskelley to make that statement?",1,0,2,1,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,46.0,0.2,1.2468315826892178,0.5345224838248499,0.3998694657364135,0.7123090988643679
54,I believe every time I've testified in a confession case it has been for an indigent defendant.,"Doctor Ofshe, you mentioned that sometimes you will testify for indigent defendants. Is that correct?",1,0,2,2,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,Tag Question (same polarity),is that correct: the witness will testify for indigent defendants.,,0,0,0,1,1.0,0.0,47.0,0.2,1.310745650801033,0.5345224838248499,0.42065602955505305,0.776223166976183
55,I believe so.,Were you told that this particular defendant over at counsel table was indigent?,1,0,1,2,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,1.0,0.0,48.0,0.2,1.374659718912848,0.5345224838248499,0.44005084160289776,0.8401372350879981
56,"I haven't even received my expenses for the three trips I've made to Arkansas. No, I haven't received any money.",Have you received any money in this case so far?,4,0,1,1,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,How does the witness' financial gain affect their testimony?,0,0,0,1,1.0,0.0,49.0,0.2,1.438573787024663,0.5345224838248499,0.4581891499954919,0.9040513031998132
57,I don't see why.,"Is there any difference between cops yelling at people in Los Angeles or Corning, Arkansas, when the tape recorder is on or off?",1,0,1,2,2,3,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,0.5,0.0,49.5,0.2,1.4705308210805705,0.5345224838248499,0.466824664943196,0.9360083372557206
58,"Yes, I would.","The prosecutor kept wanting you to ask question -- or asked you questions about the coercive nature of the statements on -- the questions and answers on page seven that he pointed out to you on the transcript, and I kind of got the impression when I was sitting over there in that chair that you wanted to talk about other examples of leading and suggestion that was employed by the police. Would you like to talk about those?",1,0,1,1,1,3,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,,0,0,0,1,0.5,0.0,50.0,0.2,1.502487855136478,0.5345224838248499,0.4751892284479979,0.9679653713116281
59,"Yes, I can. Perhaps the most powerful example in my opinion is the example of the eight revisitings of the question of the time at which the crimes occurred. The first example occurs on page -- in my numbering -eleven -- which I believe is page three -- and this is the point at which Detective Ridges says, ""All right, when did you go with them?"" Mr. Misskelley says, 'That morning."" Detective Ridge says, 'Nine o'clock in the morning?"" Jessie says, ""Yes, I did. I went with them and then""-- Then they talk about walking. At that point Jessie is now saying he went there at nine o'clock in the morning. I believe that there is a mistyping here. I believe it's Jessie said, ""Nine o'clock in the morning."" But this transcript does not say that and I'll point that out. That's my recollection. In any case he agrees or says that it was nine o'clock in the morning. There is no follow-up at that point. The tape recorder is on. Nine o'clock in the morning is grossly inaccurate as everyone knows. Detective Ridge has testified in hearings that that was the first time that any time for this occurring happened and in his hearing testimony at page ninety-nine of the transcript. The next time the subject of the time at which the events occurred comes up is on page nine of the first transcribed interrogation and, at this point without reading it, I'll just point out that Detective Ridge asked Mr. Misskelley -- he's now revisiting the subject. He asks Mr. Misskelley, ""I'm not saying when they called you. I'm saying what time was it that you were actually there in the park?"" Mr. Misskelley says, ""About noon."" Ridge says, ""About noon? -- and it has a question mark. Jessie says, ""Yes."" Ridge now says something that in my opinion was an attempt to manipulate Mr. Misskelley's statement about the time because Detective Ridge now says, ""Okay, was it after school had let out?"" This is immediately after Jessie saying, ""It's at noon."" He's now suggesting it must be later by saying, ""Is it after school let out?"" Jessie says, ""I didn't go to school."" Ridge now has to clarify and say, ""These little boys."" Jessie says, ""They skipped school."" Ridge says, ""They skipped school?"" -- with a question mark. Then there was more discussion about their bikes and so on. Again, there is an error. We know it's impossible for these boys to have been there at noon. Going on to the third example on page nineteen. Now, it's Detective Gitchell who revisits the question of time still because the time is inaccurate and he raises -- ""Now, did you say the boys skipped school that day? These little boys did?"" Said in that way, it's a suggestion that you change your answer indicating, I'm displeased with this. This isn't the right answer. Did you really say would be the emphasis on that. Jessie then answers. He asks -- Gitchell now asks, ""What time did you get there?"" Jessie again repeats, ""I got there about nine."" Gitchell says, ""In the morning?"" Jessie says, ""Yes."" So Jessie now attempts again to say he got there at nine in the morning. Now, I am of the belief that there has been testimony that Jessie was roofing that morning. I believe that that was testified to. So that would be an example if I'm correct in that belief that Jessie was somewhere -- says he was somewhere else and someone confirms that and he is now saying he got there at nine o'clock in the morning. Clearly a contradiction.",Could you give some examples of the police being coercive and leading or suggestive during the course of the interrogation?,4,0,1,1,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,What evidence do you have that the confession was coerced?,0,0,0,1,1.0,0.0,51.0,0.2,1.566401923248293,0.5345224838248499,0.49115495824096944,1.0318794394234432
60,Yes. This goes on and is repeated several times. If I can just illustrate one other point in the first statement.,"Doctor Ofshe, is there another example in the second recorded statement?",4,0,2,1,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,What specific examples can you provide regarding coercive tactics used during the interrogation?,,,,0,0,0,1,1.0,0.0,52.0,0.2,1.6303159913601082,0.5345224838248499,0.506177952810838,1.0957935075352583
61,"There is a very important example of the way in which the detectives refuse to allow Jessie's inaccurate statement to stand and directly manipulated Jessie's statement through skillful interrogation tactics. So for example, on page eighteen of the transcript at the conclusion of a discussion about the supposed cult, Detective Ridge now changes the subject. There is nothing that precedes this about the timing, but now for the fourth time revisits the timing and this time Detective Ridge says and I quote ""Okay. The night you were in the woods, had you all been in the water?"" Jessie replies, ""Yeah, we'd been in the water. We were in it that night playing around in it. This is the first time in the record according to my analysis of it and according to Detective Ridge's testimony that it is directly suggested to Jessie that the correct answer is, ""This happened at night."" Immediately upon that being suggested Jessie is -- responds by accepting and now he starts to use the word ""at night"", where he had never used it before, where he had consistently said it was during the day. It is in direct response to Detective Ridge's substitution and introduction into the interrogation the correct fact that this happened at night so Jessie now adopts that. That is an influence tactic. It is a way of getting someone to accept something out of pressure and out of suggestion. Detective Ridge follows up with his victory on page thirty -- page twenty-four of the transcript at the bottom where Detective Ridge now capitalizing in my opinion on his victory at getting night into the story now seeks to do what I was describing before -- stabilize that -- by saying the following -- and again, this is introduced by Ridge and there is nothing preceding it from which this follows. He is choosing to return to this subject and he says, Okay they killed the boys. You decided to go. You went home. How long after you got home before you received the phone, call-- thirty minutes or an hour?"" Now there has been previous testimony about a phone call to Jessie at home at nine P.M. That's what Detective Ridge is referring to. But Detective Ridge now links this up with Jessie going home and gives Jessie the choice of having arrived home either thirty minutes or an hour before the phone call occurred, which would mean he's now suggesting to Jessie and elaborating on the story and getting Jessie to--as he next does -- Jessie says, ""Uh"" -- there's a silence and then he says, ""An hour."" So Ridge had given Jessie a choice. You can either say you got home a half hour before the phone call or you can say you got home an hour before the phone call. Those are the only choices he's got. Jessie now chooses an hour. Again, that's a tactic of influence. That is posing the question in such a way that you only have two choices. Either one of those choices, I win. Detective Ridge is using that technique. Then we get to the second interrogation. That's the last time that the time subject comes up in the first interrogation. As we know at two forty-four in the afternoon -- at three-eighteen in the afternoon the first tape was finished. According to Detective Gitchell no one spoke with Jessie between then and the time that Detective Gitchell-- after meeting with the Prosecutor Fogleman-- went back in to get the statement that is labeled ""Interview of Jessie Misskelley, Junior, Second Interview Conducted to Clarify Previous Statement."" The last two times you will recall that Jessie said that anything was brought up about time, Jessie had been successfully moved to talk about the events happening in the evening instead of in the morning which is where he started. So now Gitchell comes in and on page one of the second transcript begins with, ""Jessie, uh -- when you got with the boys and with Jason Baldwin when you three were in the woods and them little boys come up, about what time was it when the boys come up to the woods?"" Jessie replied, ""I would say it was about five or so five or six."" So Jessie is now moving in the direction of later but it's as if there is the original statement that he made about the morning and he's being slowly moved towards the evening but clearly in this statement he has not gone far enough because five or six I gather from what I've been informed about the testimony is too early for the boys to have shown up at the woods. Now, we have---",Certainly.,4,0,1,1,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,,,What evidence do you have that the confession was coerced?,0,0,0,1,1.0,0.0,53.0,0.2,1.6942300594719233,0.5345224838248499,0.5203393167783592,1.1597075756470734
62,"The next after failing to get the time moved to the proper time, Detective Gitchell uses another interrogation tactic. He now says -- and I quote from page one of the second transcript -- ""All right, you told me earlier around seven or eight. Which time is it?"" And there are two important things about this. The first one is it's obvious that Detective Gitchell is doing the same thing that Detective Ridge has done earlier -- giving Jessie a choice. Pick one and I win or pick two and I win -- either seven or eight. Gitchell can live with either answer and he's giving Jessie only those two choices. But what's even more important about this is that nowhere in the record, including the record of what the detectives say, the notes, the specific statements by Detective Ridge, the transcript of the first interrogation, is there any indication that Jessie ever said -- as Detective Gitchell says, ""You told me earlier around seven or eight."" There is an absolute absence of anything indicating that. That's extremely important to me because what this illustrates is the legitimate interrogation tactic of making up evidence, of overstating, inaccurately stating the evidence. This is something that happens in police interrogations all the time. It is not something that it is my understanding is improper in police interrogations. It is something I see all the time and it is a tactic for manipulating the suspect and, in this case, based on my review of the evidence there is no place at which Jessie told Ridge ---told Gitchell that they had arrived there at seven or eight, And in fact Detective Ridge in his testimony in the hearing makes very clear that the very first time any time came up was when Jessie said, ""Nine o'clock in the morning."" And we have a complete record of every utterance from that point forward. So Detective Ridge who was present with Detective Gitchell says prior to the beginning of the tape no time was mentioned and we note every mention of time prior to that. So it's my opinion that this is a tactic and it's a very effective tactic because Jessie now simply repeats back to Detective Gitchell what Gitchell told him. He says, ""It was seven or eight."" Jessie doesn't even make a choice. He just tells Gitchell everything that Gitchell told him. That's an indication of someone who is willing to comply and does not want to take any chances of making a mistake and therefore being punished for it through pressure. Then there's some more discussion of that and -- and it changes again. But that's one example. There are many other examples of -- of illustrations of manipulation on important points throughout this record.","Your last example, Doctor?",4,0,1,1,2,2,0,I choose this side because of their logical arguments are convincing.[Logical facts],Witness,katkazanas@gmail.com,,Rising Declarative,This is the witness' last example.,What evidence do you have that the confession was coerced?,0,0,0,1,1.0,0.0,54.0,0.2,1.7581441275837384,0.5345224838248499,0.5337111107519943,1.2236216437588885
